route_id,delay_counts_by_route,total_counts_by_route,%_delayed_by_route
202407036733096,0,1,0.0
202407036733100,0,2,0.0
202407036733104,0,1,0.0
202407036733111,0,1,0.0
202407036733113,0,1,0.0
202407036733206,0,1,0.0
202407036733222,0,2,0.0
202407036733225,0,1,0.0
202407036733245,0,1,0.0
202407036734614,1,2,50.0
202407036734633,0,1,0.0
202407036734661,0,1,0.0
202407036734673,0,1,0.0
202407036734858,6,8,75.0
202407036734933,0,1,0.0
202407036734940,0,1,0.0
202407036735296,0,3,0.0
202407036735304,0,2,0.0
202407036735382,0,1,0.0
202407036735551,0,3,0.0
202407036735568,0,4,0.0
202407036735600,0,1,0.0
202407036735644,0,2,0.0
202407036735650,0,1,0.0
202407036735653,0,1,0.0
202407036735659,0,1,0.0
202407036735667,0,1,0.0
202407036735669,0,1,0.0
202407036735677,0,1,0.0
202407036735709,0,2,0.0
202407036735717,0,6,0.0
202407036735729,0,1,0.0
202407036735756,0,9,0.0
202407036735786,0,1,0.0
202407036735810,0,6,0.0
202407036735833,0,1,0.0
202407036735849,0,2,0.0
202407036735866,0,2,0.0
202407036735885,0,1,0.0
202407036735894,0,2,0.0
202407036735907,0,2,0.0
202407036735939,0,30,0.0
202407036735964,0,3,0.0
202407036737107,0,4,0.0
202407036737133,0,1,0.0
202407036737306,4,4,100.0
202407036737533,0,1,0.0
202407036737607,0,1,0.0
202407036737978,0,2,0.0
202407036738244,18,18,100.0
202407036738299,4,4,100.0
202407036738411,0,1,0.0
202407036738459,0,1,0.0
202407036738461,0,1,0.0
202407036738596,0,1,0.0
202407036738612,0,5,0.0
202407036738639,0,1,0.0
202407036738715,0,1,0.0
202407036738756,0,3,0.0
202407036738871,0,1,0.0
202407036739172,0,2,0.0
202407036742434,0,1,0.0
202407036742437,0,1,0.0
202407036742439,0,3,0.0
202407036742441,0,1,0.0
202407036742450,0,1,0.0
202407036742455,0,1,0.0
202407036742593,0,2,0.0
202407036742597,0,4,0.0
202407036742599,0,1,0.0
202407036742630,0,4,0.0
202407036742824,0,1,0.0
202407036742830,0,2,0.0
202407036742965,0,10,0.0
202407036743059,0,1,0.0
202407036743454,0,1,0.0
202407036743457,0,2,0.0
202407036746670,0,1,0.0
202407036746683,6,6,100.0
202407036746690,0,1,0.0
202407036746693,0,4,0.0
202407036746733,0,1,0.0
202407036746774,0,2,0.0
202407036746862,0,1,0.0
202407036746900,0,6,0.0
202407036746965,4,4,100.0
202407036747054,0,5,0.0
202407036747075,0,1,0.0
202407036748302,0,1,0.0
202407036748304,0,2,0.0
202407036748309,0,2,0.0
202407036748316,0,4,0.0
202407036748381,0,4,0.0
202407036748400,0,4,0.0
202407036748427,0,2,0.0
202407036748478,0,1,0.0
202407036748538,0,1,0.0
202407036748542,0,8,0.0
202407036748592,0,3,0.0
202407036748596,0,1,0.0
202407036748610,0,3,0.0
202407036760146,0,2,0.0
202407036760148,0,2,0.0
202407036760224,0,1,0.0
202407036760370,0,1,0.0
202407036760569,0,2,0.0
202407036760575,0,2,0.0
202407036760646,0,1,0.0
202407036760647,0,7,0.0
202407036760666,0,3,0.0
202407036760693,0,3,0.0
202407036760701,0,1,0.0
202407036760776,0,1,0.0
202407036765044,10,10,100.0
202407036765061,20,20,100.0
202407036765187,0,2,0.0
202407036765238,0,1,0.0
202407036765328,0,6,0.0
202407036775764,0,1,0.0
202407036775830,0,1,0.0
202407036775972,0,1,0.0
202407036776022,0,2,0.0
202407036776187,0,1,0.0
202407036776188,0,2,0.0
202407036776190,0,2,0.0
202407036776268,0,6,0.0
202407036776271,0,1,0.0
202407036776338,0,2,0.0
202407036776794,0,1,0.0
202407036776799,0,5,0.0
202407036776882,0,3,0.0
202407036776885,0,1,0.0
202407036777125,0,1,0.0
202407036777130,0,2,0.0
202407036777132,0,1,0.0
202407036777137,0,9,0.0
202407036777214,0,1,0.0
202407036777223,0,1,0.0
202407036777393,0,6,0.0
202407036777397,0,11,0.0
202407036777796,0,2,0.0
202407036777809,0,1,0.0
202407036777822,0,34,0.0
202407036777834,0,1,0.0
202407036778104,0,5,0.0
202407036778106,0,2,0.0
202407036778375,0,2,0.0
202407036778447,0,5,0.0
202407036778449,0,1,0.0
202407036778450,0,2,0.0
202407036778453,0,2,0.0
202407036778617,0,1,0.0
202407036778692,0,1,0.0
202407036778737,0,1,0.0
202407036779396,0,2,0.0
202407036779411,0,1,0.0
202407036779501,0,6,0.0
202407036779579,0,2,0.0
202407036779886,0,1,0.0
202407036779910,6,8,75.0
202407036779961,0,3,0.0
202407036779969,0,1,0.0
202407036779971,0,2,0.0
202407036780089,0,1,0.0
202407036780122,0,1,0.0
202407036783937,24,32,75.0
202407036784326,0,2,0.0
202407036784619,0,1,0.0
202407036784630,0,2,0.0
202407036784705,0,1,0.0
202407036784780,0,1,0.0
202407036784789,0,6,0.0
202407036784798,29,52,55.769230769230774
202407036784864,0,1,0.0
202407036784878,0,2,0.0
202407036784891,0,5,0.0
202407036784930,0,1,0.0
202407036785020,0,1,0.0
202407036785063,0,1,0.0
202407036785144,0,3,0.0
202407036785152,0,2,0.0
202407036785163,0,11,0.0
202407036785172,0,8,0.0
202407036785189,0,19,0.0
202407036785198,0,1,0.0
202407036785217,0,1,0.0
202407036785232,0,2,0.0
202407036785261,0,5,0.0
202407036785410,0,1,0.0
202407036785526,0,1,0.0
202407036785536,0,5,0.0
202407036785543,0,1,0.0
202407036785551,0,1,0.0
202407036785560,0,3,0.0
202407036785570,0,9,0.0
202407036785578,0,4,0.0
202407036785585,0,1,0.0
202407036786000,0,1,0.0
202407036786002,0,3,0.0
202407036786008,0,1,0.0
202407036786017,0,6,0.0
202407036786027,0,1,0.0
202407036786047,0,12,0.0
202407036786210,0,1,0.0
202407037110367,0,3,0.0
202407037110807,0,3,0.0
202407037110812,0,5,0.0
202407037110814,0,1,0.0
202407037110818,0,2,0.0
202407037110827,0,1,0.0
202407037111314,0,1,0.0
202407037111323,0,1,0.0
202407037111632,0,1,0.0
202407037111671,0,1,0.0
202407037111689,0,1,0.0
202407037112182,0,3,0.0
202407037112196,0,13,0.0
202407037112209,0,1,0.0
202407037112216,0,1,0.0
202407037112221,0,9,0.0
202407037112257,0,1,0.0
202407037112264,0,1,0.0
202407037112985,0,1,0.0
202407037113018,0,1,0.0
202407037130143,0,3,0.0
202407037130195,0,9,0.0
202407037130197,0,4,0.0
202407037130223,0,6,0.0
202407037130260,0,11,0.0
202407037130271,0,1,0.0
202407037130314,0,18,0.0
202407037130327,0,1,0.0
202407037130403,0,9,0.0
202407037130405,0,28,0.0
202407037130656,0,1,0.0
202407037130691,0,1,0.0
202407037130792,0,1,0.0
202407037130941,0,1,0.0
202407037130984,0,6,0.0
202407037131057,0,1,0.0
202407037131069,0,2,0.0
202407037131089,0,1,0.0
202407037131123,0,2,0.0
202407037131124,0,3,0.0
202407037131162,0,26,0.0
202407037131193,0,2,0.0
202407037131232,0,4,0.0
202407037131317,0,1,0.0
202407037131421,0,1,0.0
202407037131452,0,1,0.0
202407037131455,0,1,0.0
202407037131545,0,1,0.0
202407037131606,0,2,0.0
202407037131625,0,4,0.0
202407037131629,0,1,0.0
202407037131701,1,1,100.0
202407037131705,1,1,100.0
202407037131878,1,1,100.0
202407037131880,3,3,100.0
202407037131931,0,20,0.0
202407037131934,0,1,0.0
202407037131941,0,11,0.0
202407037131981,0,2,0.0
202407037132001,10,10,100.0
202407037132002,0,3,0.0
202407037132020,0,1,0.0
202407037132058,0,1,0.0
202407037132096,0,1,0.0
202407037132110,0,3,0.0
202407037132143,0,1,0.0
202407037132177,0,6,0.0
202407037132195,0,1,0.0
202407037132234,0,1,0.0
202407037132260,0,7,0.0
202407037132271,0,1,0.0
202407037132435,2,2,100.0
202407037132441,0,1,0.0
202407037132468,0,1,0.0
202407037132469,0,1,0.0
202407037132541,0,3,0.0
202407037132543,0,1,0.0
202407037132685,0,1,0.0
202407037132696,0,1,0.0
202407037132729,0,1,0.0
202407037132730,0,1,0.0
202407037132741,0,1,0.0
202407037132803,0,1,0.0
202407037132871,0,2,0.0
202407037132972,3,3,100.0
202407037133001,0,4,0.0
202407037133087,4,4,100.0
202407037133117,3,3,100.0
202407037133129,0,1,0.0
202407037133130,2,2,100.0
202407037133157,0,2,0.0
202407037133158,0,5,0.0
202407037133190,0,1,0.0
202407037133213,3,3,100.0
202407037136524,0,2,0.0
202407037136527,0,1,0.0
202407037136534,0,1,0.0
202407037136538,0,1,0.0
202407037136752,0,2,0.0
202407037136792,0,1,0.0
202407037136942,0,9,0.0
202407037137016,0,1,0.0
202407037137141,0,3,0.0
202407037137149,0,2,0.0
202407037137207,0,1,0.0
202407037137242,0,1,0.0
202407037137347,0,3,0.0
202407037137349,0,17,0.0
202407037137353,0,1,0.0
202407037137359,0,7,0.0
202407037137421,0,1,0.0
202407037137653,0,1,0.0
202407037137661,0,7,0.0
202407037138634,0,1,0.0
202407037138699,0,12,0.0
202407037138706,0,1,0.0
202407037138750,0,8,0.0
202407037138832,0,5,0.0
202407037138838,0,1,0.0
202407037138842,0,3,0.0
202407037138853,0,1,0.0
202407037138858,0,1,0.0
202407037138878,0,1,0.0
202407037138947,0,12,0.0
202407037138954,0,1,0.0
202407037138958,0,1,0.0
202407037138960,0,1,0.0
202407037138962,0,1,0.0
202407037138964,0,5,0.0
202407037138967,0,1,0.0
202407037138973,0,1,0.0
202407037138976,0,1,0.0
202407037139041,0,2,0.0
202407037139098,0,2,0.0
202407037139100,10,10,100.0
202407037139230,0,2,0.0
202407037139232,0,4,0.0
202407037139234,0,1,0.0
202407037139240,0,1,0.0
202407037139242,0,1,0.0
202407037139315,0,4,0.0
202407037139317,0,1,0.0
202407037139321,0,1,0.0
202407037139376,0,2,0.0
202407037139395,0,2,0.0
202407037139397,0,1,0.0
202407037139484,0,5,0.0
202407037139544,0,1,0.0
202407037139546,0,4,0.0
202407037139549,0,2,0.0
202407037139554,0,1,0.0
202407037139556,0,3,0.0
202407037139565,0,1,0.0
202407037139575,0,1,0.0
202407037139678,0,1,0.0
202407037139725,0,1,0.0
202407037139728,0,1,0.0
202407037139756,0,3,0.0
202407037139758,0,1,0.0
202407037139760,0,2,0.0
202407037139818,0,12,0.0
202407037139819,0,1,0.0
202407037139821,0,2,0.0
202407037139823,0,1,0.0
202407037139883,0,1,0.0
202407037139884,0,1,0.0
202407037139886,0,1,0.0
202407037139944,0,3,0.0
202407037139945,0,1,0.0
202407037140037,0,4,0.0
202407037140040,0,4,0.0
202407037143358,0,1,0.0
202407037143377,0,1,0.0
202407037143573,4,4,100.0
202407037143586,0,2,0.0
202407037143644,2,2,100.0
202407037143679,0,1,0.0
202407037143725,14,14,100.0
202407037143813,0,1,0.0
202407037143949,0,4,0.0
202407037143953,0,1,0.0
202407037143987,0,19,0.0
202407037143990,0,1,0.0
202407037144007,0,5,0.0
202407037144013,0,3,0.0
202407037144027,0,5,0.0
202407037144108,0,1,0.0
202407037144111,0,11,0.0
202407037144115,0,5,0.0
202407037144219,0,1,0.0
202407037144416,0,1,0.0
202407037144512,0,4,0.0
202407037144514,0,2,0.0
202407037144540,0,1,0.0
202407037144544,0,1,0.0
202407037144548,0,1,0.0
202407037144550,0,4,0.0
202407037144572,0,3,0.0
202407037144581,1,2,50.0
202407037144588,0,1,0.0
202407037144634,0,1,0.0
202407037144658,0,8,0.0
202407037144694,0,1,0.0
202407037144737,0,8,0.0
202407037144740,0,10,0.0
202407037144749,0,1,0.0
202407037144771,0,5,0.0
202407037144781,0,1,0.0
202407037144793,0,1,0.0
202407037144798,0,12,0.0
202407037144800,0,4,0.0
202407037144818,0,1,0.0
202407037144827,0,1,0.0
202407037144858,0,1,0.0
202407037144885,0,7,0.0
202407037144886,0,2,0.0
202407037144891,0,1,0.0
202407037144900,0,1,0.0
202407037144913,0,2,0.0
202407037144921,0,2,0.0
202407037144923,0,2,0.0
202407037144940,0,1,0.0
202407037144958,0,10,0.0
202407037144964,0,1,0.0
202407037144968,0,11,0.0
202407037144979,0,3,0.0
202407037145062,0,9,0.0
202407037145092,0,2,0.0
202407037145101,0,5,0.0
202407037145102,0,1,0.0
202407037145289,0,1,0.0
202407037145489,0,10,0.0
202407037145533,0,2,0.0
202407037147443,0,1,0.0
202407037147448,0,2,0.0
202407037147456,0,1,0.0
202407037147476,0,1,0.0
202407037147480,0,1,0.0
202407037147884,3,3,100.0
202407037147934,2,2,100.0
202407037148711,2,2,100.0
202407037148717,2,2,100.0
202407037148720,2,2,100.0
202407037148723,1,1,100.0
202407037149476,2,2,100.0
202407037149482,2,2,100.0
202407037149485,2,2,100.0
202407037149508,0,6,0.0
202407037149621,0,1,0.0
202407037149873,0,1,0.0
202407037149874,0,1,0.0
202407037150029,0,3,0.0
202407037150035,0,13,0.0
202407037150048,0,3,0.0
202407037150445,0,6,0.0
202407037150450,0,1,0.0
202407037150456,0,8,0.0
202407037150462,0,4,0.0
202407037150467,0,7,0.0
202407037150479,0,4,0.0
202407037150486,0,1,0.0
202407037150632,0,4,0.0
202407037150634,0,1,0.0
202407037150646,0,2,0.0
202407037150809,0,2,0.0
202407037150815,0,3,0.0
202407037150816,0,1,0.0
202407037150822,0,8,0.0
202407037150827,0,5,0.0
202407037150828,0,3,0.0
202407037150834,0,4,0.0
202407037150839,0,2,0.0
202407037150846,16,16,100.0
202407037151019,0,2,0.0
202407037151025,0,1,0.0
202407037151031,0,7,0.0
202407037151032,0,5,0.0
202407037151037,0,6,0.0
202407037151038,0,1,0.0
202407037151044,0,1,0.0
202407037151050,0,6,0.0
202407037151265,0,2,0.0
202407037151268,0,4,0.0
202407037151271,0,7,0.0
202407037151274,0,8,0.0
202407037151277,0,7,0.0
202407037151280,0,3,0.0
202407037151283,0,18,0.0
202407037151295,0,1,0.0
202407037151345,0,1,0.0
202407037153564,0,2,0.0
202407037153566,0,22,0.0
202407037153576,0,1,0.0
202407037153715,0,1,0.0
202407037153886,2,2,100.0
202407037153888,0,1,0.0
202407037154103,10,10,100.0
202407037154107,0,1,0.0
202407037154111,0,1,0.0
202407037154114,0,8,0.0
202407037154115,0,1,0.0
202407037154119,0,8,0.0
202407037154122,0,9,0.0
202407037154126,0,3,0.0
202407037154127,0,1,0.0
202407037154130,0,4,0.0
202407037154139,0,1,0.0
202407037154146,2,10,20.0
202407037154172,0,6,0.0
202407037154204,1,6,16.666666666666664
202407037154336,0,1,0.0
202407037154341,0,1,0.0
202407037154345,0,39,0.0
202407037154350,0,2,0.0
202407037154356,0,12,0.0
202407037154357,0,8,0.0
202407037154384,0,1,0.0
202407037154516,0,2,0.0
202407037154519,0,1,0.0
202407037154522,0,3,0.0
202407037154551,0,3,0.0
202407037438986,0,1,0.0
202407037639037,0,1,0.0
202407037639041,0,4,0.0
202407037639057,0,1,0.0
202407037639062,0,1,0.0
202407037639309,0,1,0.0
202407037639317,0,7,0.0
202407037639465,0,1,0.0
202407037639711,0,1,0.0
202407037639851,0,2,0.0
202407037639955,0,1,0.0
202407037640168,0,1,0.0
202407037640319,0,1,0.0
202407037640438,0,1,0.0
202407037640444,0,2,0.0
202407037640544,0,2,0.0
202407037640550,0,3,0.0
202407037640690,0,12,0.0
202407037640740,0,1,0.0
202407037641040,0,1,0.0
202407037641231,0,1,0.0
202407037641776,0,2,0.0
202407037642082,0,1,0.0
202407037642091,0,1,0.0
202407037642104,0,2,0.0
202407037642141,0,1,0.0
202407037642366,0,1,0.0
202407037642690,0,4,0.0
202407037642716,0,1,0.0
202407037642791,0,6,0.0
202407037642857,0,1,0.0
202407037642863,0,6,0.0
202407037643145,0,1,0.0
202407037643153,0,6,0.0
202407037643347,0,2,0.0
202407037643487,0,1,0.0
202407037644308,0,1,0.0
202407037644315,0,1,0.0
202407037644319,0,1,0.0
202407037644329,0,1,0.0
202407037644600,0,2,0.0
202407037644604,0,1,0.0
202407037645756,0,2,0.0
202407037645856,2,2,100.0
202407037656534,0,1,0.0
202407037656542,0,1,0.0
202407037656674,0,6,0.0
202407037656882,0,1,0.0
202407037656960,0,1,0.0
202407037656962,0,1,0.0
202407037657289,0,8,0.0
202407037657299,0,3,0.0
202407037657305,0,1,0.0
202407037657322,0,1,0.0
202407037657337,0,8,0.0
202407037657377,0,4,0.0
202407037657595,0,1,0.0
202407037657615,0,1,0.0
202407037657625,0,10,0.0
202407037657649,0,2,0.0
202407037657811,0,1,0.0
202407037657825,0,9,0.0
202407037657987,0,1,0.0
202407037657997,0,13,0.0
202407037658009,0,1,0.0
202407037658420,0,2,0.0
202407037658660,0,4,0.0
202407037658678,0,1,0.0
202407037658684,0,5,0.0
202407037658693,0,2,0.0
202407037658963,0,1,0.0
202407037658969,0,1,0.0
202407037659181,0,1,0.0
202407037659187,0,2,0.0
202407037659396,0,2,0.0
202407037659405,0,2,0.0
202407037659411,0,3,0.0
202407037659724,0,2,0.0
202407037659733,0,1,0.0
202407037659737,0,1,0.0
202407037659749,0,2,0.0
202407037659757,0,3,0.0
202407037659996,0,1,0.0
202407037660003,0,10,0.0
202407037660019,0,2,0.0
202407037660095,0,1,0.0
202407037660348,0,3,0.0
202407037660361,0,4,0.0
202407037660386,0,4,0.0
202407037660515,0,15,0.0
202407037660520,0,16,0.0
202407037660792,0,2,0.0
202407037660812,0,7,0.0
202407037661046,0,1,0.0
202407037661213,0,3,0.0
202407037661340,0,14,0.0
202407037661343,0,1,0.0
202407037661562,0,1,0.0
202407037661837,0,2,0.0
202407037661842,0,3,0.0
202407037661844,0,5,0.0
202407037661848,0,4,0.0
202407037661851,0,15,0.0
202407037662205,0,1,0.0
202407037662211,0,3,0.0
202407037662219,0,2,0.0
202407037662349,0,8,0.0
202407037662350,0,1,0.0
202407037662488,0,1,0.0
202407037662780,0,1,0.0
202407037662823,1,1,100.0
202407037663614,0,5,0.0
202407037667735,0,1,0.0
202407037667747,2,2,100.0
202407037668277,0,1,0.0
202407037668354,0,6,0.0
202407037668380,0,9,0.0
202407037668502,0,1,0.0
202407037668634,0,1,0.0
202407037669179,0,1,0.0
202407037669188,0,1,0.0
202407037669432,0,1,0.0
202407037669450,0,1,0.0
202407037669613,0,1,0.0
202407037669631,0,8,0.0
202407037669799,0,3,0.0
202407037669806,0,3,0.0
202407037669903,0,3,0.0
202407037669968,0,1,0.0
202407037670270,3,3,100.0
202407037670351,0,9,0.0
202407037670366,0,2,0.0
202407037670370,0,6,0.0
202407037670534,3,6,50.0
202407037670559,4,8,50.0
202407037670648,0,1,0.0
202407037670742,0,3,0.0
202407037670950,0,8,0.0
202407037671169,0,1,0.0
202407037671492,14,14,100.0
202407037671493,14,14,100.0
202407037671539,0,1,0.0
202407037671575,0,4,0.0
202407037821929,0,2,0.0
202407037821932,0,3,0.0
202407038077846,0,1,0.0
202407038077893,0,1,0.0
202407038078033,0,2,0.0
202407038078036,0,1,0.0
202407038078246,0,1,0.0
202407038078432,0,1,0.0
202407038078438,0,2,0.0
202407038078456,0,2,0.0
202407038078462,0,1,0.0
202407038078688,0,4,0.0
202407038078692,0,1,0.0
202407038078708,0,5,0.0
202407038079083,0,1,0.0
202407038079123,0,1,0.0
202407038079247,0,3,0.0
202407038079257,0,1,0.0
202407038079301,0,3,0.0
202407038079406,0,1,0.0
202407038079409,0,1,0.0
202407038079489,0,1,0.0
202407038079646,0,2,0.0
202407038079651,0,12,0.0
202407038079658,0,2,0.0
202407038079662,0,1,0.0
202407038079838,0,11,0.0
202407038079848,0,1,0.0
202407038079876,0,1,0.0
202407038079901,0,1,0.0
202407038079907,0,11,0.0
202407038079919,0,2,0.0
202407038080015,0,2,0.0
202407038080018,0,3,0.0
202407038080021,0,2,0.0
202407038080136,0,1,0.0
202407038080138,0,1,0.0
202407038080143,0,1,0.0
202407038080247,0,10,0.0
202407038080294,0,3,0.0
202407038080315,0,1,0.0
202407038080321,0,1,0.0
202407038080323,0,1,0.0
202407038080388,0,1,0.0
202407038080414,0,2,0.0
202407038080423,0,2,0.0
202407038080430,0,1,0.0
202407038080444,0,1,0.0
202407038080487,0,1,0.0
202407038080495,0,1,0.0
202407038080511,0,1,0.0
202407038080684,0,1,0.0
202407038080689,0,1,0.0
202407038080863,0,1,0.0
202407038081159,0,7,0.0
202407038081195,0,3,0.0
202407038081205,0,3,0.0
202407038081211,0,6,0.0
202407038081222,0,1,0.0
202407038081259,0,1,0.0
202407038081459,0,12,0.0
202407038081607,0,1,0.0
202407038081669,0,1,0.0
202407038081680,0,1,0.0
202407038081783,0,1,0.0
202407038082007,0,2,0.0
202407038082072,0,1,0.0
202407038082249,0,1,0.0
202407038082251,0,14,0.0
202407038082257,0,2,0.0
202407038082305,0,2,0.0
202407038082316,0,1,0.0
202407038082396,0,1,0.0
202407038082404,0,1,0.0
202407038082407,0,1,0.0
202407038082474,0,1,0.0
202407038082638,0,1,0.0
202407038082702,0,6,0.0
202407038082715,0,4,0.0
202407038083002,0,3,0.0
202407038083174,0,1,0.0
202407038083186,0,1,0.0
202407038083190,0,1,0.0
202407038083702,2,2,100.0
202407038083903,3,3,100.0
202407038084206,0,2,0.0
202407038084230,6,6,100.0
202407038084515,0,2,0.0
202407038084602,0,2,0.0
202407038085260,0,10,0.0
202407038085264,0,3,0.0
202407038085266,0,8,0.0
202407038085274,0,6,0.0
202407038085281,0,1,0.0
202407038085365,0,4,0.0
202407038085373,0,8,0.0
202407038085388,0,32,0.0
202407038085620,0,1,0.0
202407038085695,0,3,0.0
202407038085813,0,8,0.0
202407038085823,0,1,0.0
202407038085997,0,2,0.0
202407038086003,0,5,0.0
202407038086008,0,20,0.0
202407038086010,0,2,0.0
202407038086014,0,1,0.0
202407038086019,0,1,0.0
202407038086024,0,1,0.0
202407038086026,0,1,0.0
202407038086273,0,3,0.0
202407038086275,0,2,0.0
202407038086276,0,1,0.0
202407038086475,0,1,0.0
202407038087103,0,5,0.0
202407038087109,0,1,0.0
202407038087315,0,4,0.0
202407038087322,0,1,0.0
202407038087975,0,3,0.0
202407038088085,0,4,0.0
202407038088090,0,1,0.0
202407038088095,0,1,0.0
202407038088164,0,1,0.0
202407038088165,0,4,0.0
202407038088682,2,2,100.0
202407038088761,2,2,100.0
202407038088844,0,2,0.0
202407038088859,0,2,0.0
202407038089014,0,1,0.0
202407038089060,12,16,75.0
202407038089465,0,2,0.0
202407038089468,0,3,0.0
202407038089471,0,1,0.0
202407038089554,0,1,0.0
202407038089559,0,10,0.0
202407038089564,0,1,0.0
202407038089570,15,30,50.0
202407038089582,0,1,0.0
202407038089592,0,1,0.0
202407038089602,0,1,0.0
202407038089757,0,1,0.0
202407038089768,0,5,0.0
202407038089989,0,4,0.0
202407038090001,0,1,0.0
202407038090007,0,1,0.0
202407038090025,0,1,0.0
202407038090037,0,1,0.0
202407038090053,0,1,0.0
202407038090516,0,5,0.0
202407038090518,0,14,0.0
202407038090520,0,15,0.0
202407038090522,0,7,0.0
202407038090524,0,1,0.0
202407038090528,0,2,0.0
202407038090613,0,4,0.0
202407038090618,0,6,0.0
202407038090627,0,5,0.0
202407038090632,0,4,0.0
202407038090637,0,4,0.0
202407038090822,0,3,0.0
202407038090827,0,5,0.0
202407038090832,17,17,100.0
202407038090842,0,2,0.0
202407038090852,0,1,0.0
202407038091010,0,11,0.0
202407038091041,0,1,0.0
202407038091047,0,3,0.0
202407038091052,0,1,0.0
202407038091058,0,1,0.0
202407038091094,0,1,0.0
202407038091618,0,28,0.0
202407038091621,0,8,0.0
202407038091623,0,11,0.0
202407038091626,0,14,0.0
202407038091629,0,1,0.0
202407038091632,0,1,0.0
202407038091892,0,2,0.0
202407038091896,0,9,0.0
202407038091898,0,3,0.0
202407038091900,0,1,0.0
202407038091902,0,1,0.0
202407038091904,0,1,0.0
202407038091906,0,1,0.0
202407038092106,2,2,100.0
202407038092390,12,16,75.0
202407038092767,0,2,0.0
202407038092770,0,3,0.0
202407038092773,0,1,0.0
202407038092794,0,1,0.0
202407038092980,0,2,0.0
202407038092983,0,1,0.0
202407038092992,0,1,0.0
202407038093184,0,3,0.0
202407038093187,0,1,0.0
202407038093190,0,1,0.0
202407038093384,0,1,0.0
202407038093387,0,4,0.0
202407038093390,0,1,0.0
202407038093399,0,1,0.0
202407038093593,0,2,0.0
202407038093596,0,3,0.0
202407038093797,0,2,0.0
202407038093800,0,1,0.0
202407038094004,0,1,0.0
202407038094048,0,1,0.0
202407038094213,0,1,0.0
202407038094219,0,4,0.0
202407038094228,0,1,0.0
202407038094445,0,2,0.0
202407038094449,0,1,0.0
202407038094462,0,4,0.0
202407038094472,0,1,0.0
202407038094519,0,3,0.0
202407038094531,0,1,0.0
202407038094621,0,1,0.0
202407038094624,0,3,0.0
202407038094644,0,1,0.0
202407038094646,0,2,0.0
202407038094660,0,2,0.0
202407038094791,0,3,0.0
202407038094797,0,6,0.0
202407038094803,0,1,0.0
202407038094809,0,1,0.0
202407038094819,0,1,0.0
202407038094856,0,2,0.0
202407038094995,0,2,0.0
202407038094999,0,1,0.0
202407038095111,0,1,0.0
202407038095117,0,1,0.0
202407038095129,0,1,0.0
202407038095172,0,2,0.0
202407038095326,0,1,0.0
202407038095330,0,1,0.0
202407038095337,0,5,0.0
202407038095343,0,1,0.0
202407038095419,0,5,0.0
202407038095463,0,2,0.0
202407038095516,0,7,0.0
202407038095553,0,2,0.0
202407038095561,0,1,0.0
202407038095565,0,1,0.0
202407038095717,0,1,0.0
202407038095720,0,3,0.0
202407038095725,0,1,0.0
202407038095732,0,1,0.0
202407038095806,0,7,0.0
202407038095809,0,1,0.0
202407038095812,0,1,0.0
202407038096029,0,4,0.0
202407038096036,0,1,0.0
202407038096042,0,6,0.0
202407038096062,0,1,0.0
202407038096069,0,1,0.0
202407038096076,0,1,0.0
